db_id,id_within_district,HSD,Name,Level,Authority,Ownership,NHPI Code,HSDT Code
202,23,Maruzi HSD,Ayago Health Centre II,HC II,MOH,Govt,HFRPXAM97,SCY29Y7I0/PAF4I74V3/8001
203,24,Maruzi HSD,Biashara Health Centre II,HC II,MOH,Govt,HFSDELL76,SC2293I82/PARDP6T36/8002
204,25,Kwania HSD,Chawente Health Centre III,HC III,MOH,Govt,HFXORCI90,SCLRAV823/PAQ3FYX99/8001
205,26,Maruzi HSD,Chegere Health Centre II,HC II,MOH,Govt,HFLBW2EB6,SCYR45OK2/PA2U2F8H6/8001
206,27,Maruzi HSD,Garden Medical Centre Health Centre II,HC II,Private,PFP,HFTMCD8S1,SC6WW6FG0/PAQVQLE43/8003
207,28,Maruzi HSD,Ibuje Health Centre III,HC III,MOH,Govt,HFOPOVQH7,SCYFHH897/PAOGIGWX2/8001
208,29,Kwania HSD,Inomo Health Centre III,HC III,MOH,Govt,HFO2K4R86,SC7Y45QD4/PAVEJC9U6/8001
209,30,Kwania HSD,Iwal Maternity Home Health Centre II,HC II,Private,PFP,HFKXN55S3,SCLRAV823/PALBNJUB7/8001
210,31,Maruzi HSD,Kidilani Health Centre II,HC II,MOH,Govt,HF6HKM8M4,SCYR45OK2/PAL2SX5G3/8001
211,32,Maruzi HSD,Kungu Health Centre II,HC II,MOH,Govt,HFHJ4BBG2,SCY29Y7I0/PAL2ERCB5/8001
212,33,Maruzi HSD,Langi Onoteba Health Centre II,HC II,Private,PFP,HFX4FPCZ5,SC6WW6FG0/PAQVQLE43/8002
213,34,Maruzi HSD,Lavita Clinic Health Centre II,HC II,Private,PFP,HF89SGGT2,SC6WW6FG0/PAQVQLE43/8001
214,35,Kwania HSD,Morningside Clinic Health Centre II,HC II,Private,PFP,HFNJR3K24,SCVKYCCD9/PAK6GSXN0/8001
215,36,Kwania HSD,Nambieso Health Centre III,HC III,MOH,Govt,HFOHX43G7,SCTKVF6I6/PACIDD4U5/8001
216,37,Maruzi HSD,Nightingale  General Hospital,Hospital,Private,PFP,HFKTMB5D5,SC3LHLNP6/PA6WOHLA3/8001
217,38,Maruzi HSD,Olelpek Health Centre II,HC II,MOH,Govt,HFHNX6EH4,SCE3JVPS7/PA4LJJKP0/8001
218,39,Kwania HSD,Owiny Health Centre II,HC II,MOH,Govt,HFU9BQ8X2,SCTKVF6I6/PAGTDELE8/8001
219,40,Maruzi HSD,Reproductive Health Uganda (Apac) Health Centre II,HC II,Private,PFP,HFPZI2GF8,SC2293I82/PARDP6T36/8001
220,41,Kwania HSD,St Maryâ€™s Clinic Health Centre II,HC II,Private,PFP,HFLN3HNC6,SCQI6OBJ7/PAL38ZV50/8001
221,42,Maruzi HSD,Teboke  Health Centre II,HC II,NGO,PNFP,HFNYIHHD5,SCYR45OK2/PAPEDZEU1/8001
222,43,Maruzi HSD,Teboke  Health Centre III,HC III,MOH,Govt,HFG6FLLV4,SCYR45OK2/PAPEDZEU1/8002
223,44,Kwania HSD,Vision Medicines (U) LTD Health Centre II,HC II,Private,PFP,HFML38GV1,SCQI6OBJ7/PA8WRDW21/8001
224,45,Maruzi HSD,Wansolo Health Centre II,HC II,MOH,Govt,HFCNDEQC5,SCY29Y7I0/PAJB7FS57/8001
225,1,Ayivu HSD,Adumi Health Centre IV,HC IV,MOH,Govt,HF6NMYLP8,SCDYADZ39/PA5AHPDF1/8001
226,2,Arua Municipality HSD,AIDS Information Centre Arua Special,SC,AIC,PNFP,HFI4NN4U8,SCV7Y4DJ4/PAG7DBC76/8001
,,,Clinic,,,,,
227,3,Vurra And Upper Madi HSD,Ajia Health Centre III,HC III,MOH,Govt,HFARZ7YX5,SCUBRBCZ5/PAQZQZI95/8001
228,4,Vurra And Upper Madi HSD,Akino Health Centre II,HC II,MOH,Govt,HFQYN2NY1,SCNB9YAD9/PAUV3W295/8001
229,5,Terego HSD,Andelizu Health Centre II,HC II,MOH,Govt,HFBG83CT4,SCZTMVJZ1/PA9PHJ3F2/8001
230,6,Vurra And Upper Madi HSD,Anyavu Health Centre II,HC II,UPMB,PNFP,HFSS257L4,SCA8A4M74/PAXVWI359/8001
231,7,Vurra And Upper Madi HSD,Anyiribu Health Centre III,HC III,UPMB,PNFP,HFIAVVZQ8,SCIA37FR9/PANP343S4/8001
232,8,Terego HSD,Aripea Health Centre III,HC III,UEC,PNFP,HFM4OXJ85,SCFH6YHB2/PALEQYQZ9/8001
,,,,,(UCMB),,,
233,9,Ayivu HSD,Aroi Health Centre III,HC III,MOH,Govt,HFKT7UYW4,SCGU6XQR7/PAS4EVJ43/8001
234,10,Arua Municipality HSD,Arua (Arua RR Hospital) Regional Blood,RBB,UBTS,Govt,HFH4KPNK8,SCOKH8VK5/PAUJBE2F3/8008
,,,Bank,,,,,
235,11,Arua Municipality HSD,Arua Military Health Centre II,HC II,UPDF,Govt,HF5R2UJO8,SCOKH8VK5/PAUJBE2F3/8007
236,12,Arua Municipality HSD,Arua Police Health Centre III,HC III,UPF,Govt,HF2OOG690,SCOKH8VK5/PAUJBE2F3/8006
237,13,Arua Municipality HSD,Arua Prisons Health Centre III,HC III,UPS,Govt,HFHZXVB82,SCOKH8VK5/PAUJBE2F3/8005
238,14,Arua Municipality HSD,Arua Radiology Health Centre II,HC II,Private,PFP,HFTRRDGO1,SCOKH8VK5/PAUJBE2F3/8004
239,15,Arua Municipality HSD,Arua Regional Referral Hospital,RRH,MOH,Govt,HFO666RA4,SCOKH8VK5/PAUJBE2F3/8003
240,16,Vurra And Upper Madi HSD,Ayayia Health Centre II,HC II,MOH,Govt,HF9Y9XC37,SCUBRBCZ5/PARCU2CR3/8001
241,17,Ayivu HSD,Ayivuni Health Centre III,HC III,MOH,Govt,HF5WT6WG8,SCXBNIRE4/PATOYC9S1/8001
242,18,Terego HSD,Bileafe Health Centre III,HC III,MOH,Govt,HFKEZG726,SCZTMVJZ1/PABSRG5D2/8001
243,19,Vurra And Upper Madi HSD,Bondo Health Centre III,HC III,MOH,Govt,HFHQETZA7,SCBDQZ363/PARJUKR38/8001
244,20,Vurra And Upper Madi HSD,Bondo Military  Health Centre III,HC III,UPDF,Govt,HF6IW8BI7,SCBDQZ363/PARJUKR38/8002
245,21,Terego HSD,Burua Health Centre II,HC II,MOH,Govt,HF8GJ3E50,SCFH6YHB2/PAKG2MXM9/8001
246,22,Terego HSD,Cilio Health Centre III,HC III,MOH,Govt,HFOJB33V6,SCFH6YHB2/PAF8JUEJ1/8001
247,23,Ayivu HSD,Ediofe Health Centre III,HC III,UEC,PNFP,HFB2LYGK8,SCKAFMEY3/PAHNWLC40/8002
,,,,,(UCMB),,,
248,24,Madi-Okollo (Lower Madi) HSD,Ewanga Health Centre III,HC III,MOH,Govt,HFS2WJWR6,SCVGLJEM8/PAJQAJTO7/8001
249,25,Arua Municipality HSD,Executive Medical Centre Health,HC II,Private,PFP,HF4YY5ED2,SCOKH8VK5/PAAOI6AU0/8002
,,,Centre II,,,,,
250,26,Madi-Okollo (Lower Madi) HSD,Gbulukuatuni Health Centre II,HC II,MOH,Govt,HFR9HW3Q4,SC76CL799/PAMX8IKU0/8001
251,27,Ayivu HSD,Giligili Health Centre II,HC II,UPS,Govt,HFYZ27OV0,SCKAFMEY3/PAFIO6WL0/8001
252,28,Terego HSD,Imvepi Health Centre II,HC II,MOH,Govt,HF3AUP585,SCBXMHFZ1/PAMY4B672/8002
253,29,Madi-Okollo (Lower Madi) HSD,Inde Health Centre III,HC III,MOH,Govt,HFBIJ58H8,SCWYBKS54/PALR552Z3/8001
254,30,Terego HSD,Itia Health Centre II,HC II,MOH,Govt,HFGY62HG5,SCI7EA9G6/PAEU4YYK7/8001
255,31,Vurra And Upper Madi HSD,Katiyi Health Centre III,HC III,UPMB,PNFP,HFOSFPRH6,SCARA42E3/PA5YYD738/8002
256,32,Vurra And Upper Madi HSD,Kuluva  General Hospital,Hospital,UPMB,PNFP,HFTY46HU0,SCWAU4NF6/PAVB7ZHR6/8001
257,33,Terego HSD,Kumuyo Health Centre II,HC II,MOH,Govt,HFSBPV7L0,SCFH6YHB2/PA9Z9H6X9/8001
258,34,Vurra And Upper Madi HSD,Lazebu Health Centre II,HC II,MOH,Govt,HFV8XSPF8,SCA8A4M74/PAZUVTIY6/8001
259,35,Vurra And Upper Madi HSD,Logiri Health Centre III,HC III,MOH,Govt,HFF6AIOE1,SCA8A4M74/PAG7MBB78/8001
260,36,Arua Municipality HSD,Mariestopes Uganda Arua Health,HC II,NGO,PNFP,HFCR66UN5,SCOKH8VK5/PAUJBE2F3/8002
,,,Centre II,,,,,
261,37,Arua Municipality HSD,Masjid Noor Health Centre II,HC II,UMMB,PNFP,HF8V699P2,SCV7Y4DJ4/PA747OS47/8001
262,38,Ayivu HSD,Micu Parish  Health Centre II,HC II,UEC (UCMB),PNFP,HFDX56AH5,SCGU6XQR7/PAGCBHUT0/8001
263,39,Arua Municipality HSD,Munguci  Health Centre II,HC II,Private,PFP,HFQBABJK3,SCOKH8VK5/PALRZNDU4/8001
264,40,Ayivu HSD,Muni University Medical Centre,HC II,MOH,Govt,HFI6AXZX0,SCNY9YHM5/PAQY68QF8/8001
,,,Health Centre II,,,,,
265,41,Terego HSD,Ndaapi Health Centre II,HC II,MOH,Govt,HFEFMIDR5,SCV2HAT97/PAD622W90/8001
266,42,Terego HSD,Nichu Health Centre II,HC II,MOH,Govt,HFVPL6YV9,SCGFI9BO2/PATLAGTA2/8001
267,43,Terego HSD,Obofia Health Centre II,HC II,MOH,Govt,HFUSL6MA6,SCFH6YHB2/PA8YHXM46/8001
268,44,Madi-Okollo (Lower Madi) HSD,Ocea Health Centre II,HC II,MOH,Govt,HFZMPVJA4,SCPU5ZVD6/PA35GABP9/8001
269,45,Madi-Okollo (Lower Madi) HSD,Odraka Health Centre II,HC II,MOH,Govt,HF2GFI8B6,SCWYBKS54/PAAQY7O95/8001
270,46,Madi-Okollo (Lower Madi) HSD,Oduobu Health Centre III,HC III,MOH,Govt,HF2EV7WI2,SCPU5ZVD6/PAQI76EA4/8001
271,47,Terego HSD,Odupi Health Centre III,HC III,MOH,Govt,HFDRZRPD9,SCBXMHFZ1/PACUGNB89/8001
272,48,Vurra And Upper Madi HSD,Offaka Health Centre III,HC III,MOH,Govt,HFUOHQNS0,SC8RNZR92/PA8ZSZBF2/8001
273,49,Madi-Okollo (Lower Madi) HSD,Ogoko Health Centre II,HC II,MOH,Govt,HF2CATHD3,SCWYBKS54/PAPYT7UP3/8001
274,50,Terego HSD,Ogua Health Centre II,HC II,MOH,Govt,HFRXDPXE9,SCFH6YHB2/PAVO7H9O3/8001
275,51,Ayivu HSD,Oje Mission Health Centre III,HC III,UEC (UCMB),PNFP,HFWBKF680,SCDYADZ39/PA43FUND6/8001
276,52,Vurra And Upper Madi HSD,Okollo Health Centre III,HC III,MOH,Govt,HFI8YS2U7,SCNB9YAD9/PAICZAL51/8001
277,53,Arua Municipality HSD,Oli Health Centre IV,HC IV,MOH,Govt,HFXBP9HW2,SCV7Y4DJ4/PA474CJ34/8001
278,54,Madi-Okollo (Lower Madi) HSD,Olivu Health Centre II,HC II,MOH,Govt,HFPIJYE68,SCPU5ZVD6/PAJOZWR28/8001
279,55,Madi-Okollo (Lower Madi) HSD,Olujobo Health Centre III,HC III,MOH,Govt,HFGCZ52L4,SCPU5ZVD6/PAHHKGOQ6/8001
280,56,Ayivu HSD,Oluko Solidale Health Centre III,HC III,UEC (UCMB),PNFP,HFAMA35H1,SCNY9YHM5/PAF8JR3U7/8001
281,57,Ayivu HSD,Ombidriondrea Health Centre III,HC III,MOH,Govt,HFHPA8LG0,SC37IFVE5/PA8MAZVC3/8001
282,58,Terego HSD,Omugo Health Centre IV,HC IV,MOH,Govt,HF3LRHTO2,SCV2HAT97/PAMBGHIH4/8001
283,59,Vurra And Upper Madi HSD,Opia Health Centre III,HC III,MOH,Govt,HFCEVJMI1,SCWAU4NF6/PAN7BXZC1/8001
284,60,Ayivu HSD,Oreku Health Centre II,HC II,MOH,Govt,HFDJAVNH7,SC37IFVE5/PAOVSVL74/8001
285,61,Terego HSD,Oriajini  General Hospital,Hospital,UMMB,PNFP,HFYG88C46,SCI7EA9G6/PAKIIUEL3/8001
286,62,Ayivu HSD,Orivu Health Centre III,HC III,MOH,Govt,HFYPO4QW1,SC9GN9DL0/PA47GQ761/8001
287,63,Terego HSD,Otumbari Health Centre III,HC III,UEC (UCMB),PNFP,HFSME5EU0,SCBXMHFZ1/PAVXK2VF8/8001
288,64,Vurra And Upper Madi HSD,Oyima Health Centre III,HC III,MOH,Govt,HFSAZ5643,SCNB9YAD9/PAWQPOCM6/8001
289,65,Ayivu HSD,Pajulu Health Centre III,HC III,MOH,Govt,HFQIUFGC5,SCKAFMEY3/PAOO2B8P7/8001
290,66,Madi-Okollo (Lower Madi) HSD,Pawor Health Centre III,HC III,MOH,Govt,HFOWEARK9,SCGI3DYP8/PAESTX9T6/8001
291,67,Arua Municipality HSD,Pioneer  General Hospital,Hospital,Private,PFP,HFB2WQMY0,SCOKH8VK5/PAUJBE2F3/8001
292,68,Arua Municipality HSD,Reproductive Health Uganda (Arua),HC II,NGO,PNFP,HFUP8DIK5,SCOKH8VK5/PAAOI6AU0/8001
,,,Health Centre II,,,,,
293,69,Ayivu HSD,Rhema  General Hospital,Hospital,Private,PFP,HF9KW87E5,SCNY9YHM5/PARXLXFQ8/8001
294,70,Madi-Okollo (Lower Madi) HSD,Rhino Camp Health Centre IV,HC IV,MOH,Govt,HFXBUZ933,SC76CL799/PA3PD9YV4/8001
295,71,Ayivu HSD,Riki Health Centre III,HC III,MOH,Govt,HFVAQGXH7,SCNY9YHM5/PAGQCLU81/8001
296,72,Terego HSD,Siripi Health Centre III,HC III,MOH,Govt,HFNT5LXO7,SCBXMHFZ1/PAMY4B672/8001
297,73,Ayivu HSD,St Assumpta Health Centre III,HC III,UEC (UCMB),PNFP,HFWQ3TI30,SCKAFMEY3/PAHNWLC40/8001
298,74,Terego HSD,St. Francis (Ajiraku) Health Centre III,HC III,UEC (UCMB),PNFP,HFUUL2B30,SCGFI9BO2/PAYR3NRL8/8001
299,75,Vurra And Upper Madi HSD,St. Jude Uleppi Health Centre II,HC II,UEC (UCMB),PNFP,HFJFYY7O8,SCARA42E3/PAV4D3WB2/8001
300,76,Ayivu HSD,Tropical Medical Centre Health,HC II,Private,PFP,HFGDWBBE9,SCKAFMEY3/PA4CEBMY4/8001
,,,Centre II,,,,,
301,77,Terego HSD,Tuku Health Centre II,HC II,MOH,Govt,HFJRSCLT4,SCGFI9BO2/PAU8B6UX1/8001
302,78,Vurra And Upper Madi HSD,Uleppi Health Centre II,HC II,MOH,Govt,HFXS6CEP7,SCARA42E3/PA5YYD738/8001
303,79,Vurra And Upper Madi HSD,Vurra Health Centre III,HC III,MOH,Govt,HF55DZ8B5,SCWAU4NF6/PABU5AFT1/8001
304,80,Terego HSD,Wandi Health Centre III,HC III,MOH,Govt,HFEJCWZO0,SCI7EA9G6/PAHAQCQ95/8001
305,81,Terego HSD,Yinga Health Centre III,HC III,MOH,Govt,HFJZ37P40,SCBXMHFZ1/PANEDIKC4/8001
306,1,Budaka HSD,Budaka Health Centre IV,HC IV,MOH,Govt,HFBKLLFO6,SCAAAEVM5/PABCGNC53/8001
307,2,Budaka HSD,Butove Health Centre II,HC II,MOH,Govt,HFEFRB4M8,SC3ULQ5H6/PATJKABK9/8001
308,3,Budaka HSD,Iki Iki Dispensary Health Centre II,HC II,Private,PFP,HFKWWIPY2,SCQKGJEA0/PAEHTNZR7/8002
309,4,Budaka HSD,Iki Iki Health Centre III,HC III,MOH,Govt,HFJQVGUH4,SCQKGJEA0/PAEHTNZR7/8001
310,5,Budaka HSD,Inkerini Health Centre II,HC II,Private,PFP,HFT2BPZF4,SCMZZQSS3/PANCY3A61/8001
311,6,Budaka HSD,Kaderuna Health Centre III,HC III,MOH,Govt,HFUH56YX4,SC3OOQU36/PADRXEWQ8/8001
312,7,Budaka HSD,Kameruka Health Centre III,HC III,MOH,Govt,HF9HMBJA5,SCBDYJMN8/PAAVY2MA6/8001
313,8,Budaka HSD,Kamonkoli Health Centre III,HC III,MOH,Govt,HF5CPMGH7,SCMZZQSS3/PAOMQR5B9/8002
314,9,Budaka HSD,Katira Health Centre III,HC III,MOH,Govt,HFTGU7BT7,SC63BMWI6/PAW7V9X82/8001
315,10,Budaka HSD,Kebula Health Centre II,HC II,MOH,Govt,HFNJH2BB0,SCPMNZE72/PAQ668HO2/8001
316,11,Budaka HSD,Kerekerene Health Centre III,HC III,MOH,Govt,HFWQLQB23,SC63BMWI6/PAADPM6M3/8001
317,12,Budaka HSD,Lyama Health Centre III,HC III,MOH,Govt,HFQXVF522,SC3ULQ5H6/PAS4WVUS8/8001
318,13,Budaka HSD,Marah Health Centre II,HC II,NGO,PNFP,HFY29RUM1,SCMZZQSS3/PAOMQR5B9/8001
319,14,Budaka HSD,Mugiti Health Centre III,HC III,MOH,Govt,HFA8QPVK0,SCYWGND81/PASKQHER8/8001
320,15,Budaka HSD,Naboa Health Centre III,HC III,MOH,Govt,HFC8LYUE3,SC4ITQ998/PAPCFW820/8001
321,16,Budaka HSD,Namengo Health Centre III,HC III,MOH,Govt,HFTNTW2G9,SCAAAEVM5/PA8PHIE39/8001
322,17,Budaka HSD,Namusita (Budaka) Health Centre II,HC II,MOH,Govt,HFZ8IJ938,SC2PC9IA3/PA76VFAA3/8001
323,18,Budaka HSD,Nansanga  Health Centre III,HC III,MOH,Govt,HFPUPFVS0,SCNFBSS85/PA8U5TRY4/8001
324,19,Budaka HSD,River Side Medical Research Center  General Hospital,Hospital,Private,PFP,HFOW73N34,SCYWGND81/PA5YB8DB8/8001
325,20,Budaka HSD,Sapiri Health Centre III,HC III,MOH,Govt,HFEZTMB51,SCXQ2MVE4/PATE48CD5/8001
326,21,Budaka HSD,Siita Save Life  Health Centre III,HC III,NGO,PNFP,HF6TGNK31,SCMZZQSS3/PAUVKVUG3/8001
327,1,Manjia HSD,Beatrice Tierney Health Centre II,HC II,NGO,PNFP,HFTIWRTR1,SCAW59YZ0/PA3YYNFZ6/8001
328,2,Manjia HSD,Bubungi Health Centre II,HC II,MOH,Govt,HFIVCNIX1,SC7H3JZK3/PA82AKPG7/8001
329,3,Manjia HSD,Bududa  General Hospital,Hospital,MOH,Govt,HFUOUNVP1,SC85Q4LN4/PATRE7K41/8001
330,4,Manjia HSD,Bufuma Health Centre III,HC III,MOH,Govt,HFLTTNTA5,SCST59OF6/PAIBSAP64/8001
331,5,Manjia HSD,Bukalasi Health Centre III,HC III,MOH,Govt,HFA6CWEA2,SCW4WKUL4/PAKRRFAN9/8001
332,6,Manjia HSD,Bukibokolo Health Centre III,HC III,MOH,Govt,HFNKV5FY7,SCC3LCHZ7/PAZAOLK35/8001
333,7,Manjia HSD,Bukigai Health Centre III,HC III,MOH,Govt,HFQ8DWJW5,SCJN46ZO5/PAKLA8GC6/8001
334,8,Manjia HSD,Bukigai SDA Health Centre II,HC II,SDA,PNFP,HFME3NFU0,SCJN46ZO5/PAW8F5ND7/8001
335,9,Manjia HSD,Bulucheke Health Centre III,HC III,MOH,Govt,HFXITNHM4,SCAW59YZ0/PAFYRZYV3/8001
336,10,Manjia HSD,Bumusi Health Centre II,HC II,MOH,Govt,HF3XW3O98,SCMZDBGK1/PAMY24KC3/8001
337,11,Manjia HSD,Bunamono Health Centre II,HC II,MOH,Govt,HF7SJJ847,SCHTQT8B8/PA7MMYC25/8001
338,12,Manjia HSD,Bushika Health Centre III,HC III,MOH,Govt,HFIPT62P4,SCXTAIVB0/PA9JUW6W1/8001
339,13,Manjia HSD,Bushiyi Health Centre III,HC III,MOH,Govt,HFIURO6U5,SCGNWVHF7/PA5OBFNP4/8001
340,14,Manjia HSD,Buwagiyu Health Centre II,HC II,MOH,Govt,HFT8SCQX4,SCMZDBGK1/PAQU7FP30/8001
341,15,Manjia HSD,Namaitsu Health Centre II,HC II,NGO,PNFP,HFUGZBKO1,SCO38V5B5/PA7AELKX2/8001
342,1,Bukooli North HSD,BMK Health Centre II,HC II,Private,PFP,HFV75RKY5,SCLV4QTH4/PAHPB4CU9/8004
343,2,Bukooli Central HSD,Budhaya Health Centre II,HC II,MOH,Govt,HFKCK5BI9,SCOHX74P3/PAQFAA7L4/8001
344,3,Bukooli North HSD,Buduma Health Centre II,HC II,CBO,PNFP,HF5HWTDJ0,SC3WOHLC2/PAPC3DFM3/8002
345,4,Bukooli North HSD,Bugiri  General Hospital,Hospital,MOH,Govt,HFCFG3FS5,SCLV4QTH4/PAHPB4CU9/8003
346,5,Bukooli Central HSD,Bugiri Buwunga Health Centre III,HC III,MOH,Govt,HFHUHL3U0,SCGBAA9E1/PA3XI3BB6/8001
347,6,Bukooli Central HSD,Bugiri Mayuge Health Centre III,HC III,MOH,Govt,HFXIX7KY0,SCOHX74P3/PAT8YXRW6/8001
348,7,Bukooli North HSD,Bugiri Police Health Centre II,HC II,UPF,Govt,HFYDBL4V1,SCLV4QTH4/PAMDKJ7Q5/8001
349,8,Bukooli North HSD,Bugiri Prisons Health Centre II,HC II,UPS,Govt,HF5JKRGH9,SCA8GO429/PAQWWBU23/8001
350,9,Bukooli North HSD,Bugiri Town Council Health Centre II,HC II,MOH,Govt,HFHN49668,SCLV4QTH4/PAAZLGGL8/8002
351,10,Bukooli North HSD,Bugoyozi Health Centre II,HC II,MOH,Govt,HFSRMGZG9,SC9BMAM65/PAYEXOZU3/8001
352,11,Bukooli Central HSD,Bulesa Health Centre III,HC III,MOH,Govt,HFKZ7O784,SCZBQHC87/PA3O8PGC4/8002
353,12,Bukooli Central HSD,Bulidha Health Centre III,HC III,MOH,Govt,HF433X6D6,SCRFLUNU0/PAO7543P7/8001
354,13,Bukooli North HSD,Buluguyi Health Centre III,HC III,MOH,Govt,HFXCI8VN7,SC3WOHLC2/PALHNW9E0/8001
355,14,Bukooli Central HSD,Buluwe Health Centre II,HC II,MOH,Govt,HFA6AVO47,SCZBQHC87/PAYGSLZD2/8001
356,15,Bukooli Central HSD,Busimbi Health Centre II,HC II,MOH,Govt,HFHBDZ4C7,SCKPQA5U9/PAW3L5AH4/8001
357,16,Bukooli Central HSD,Busoga Health Centre II,HC II,MOH,Govt,HFUVAEGD8,SCGBAA9E1/PA2DE4W47/8001
358,17,Bukooli Central HSD,Busowa Health Centre II,HC II,MOH,Govt,HFGKRBRD7,SCGBAA9E1/PAEHGYWW0/8001
359,18,Bukooli Central HSD,Buwuni Health Centre II,HC II,MOH,Govt,HFWSSKFG8,SCZBQHC87/PASBTFKF4/8002
360,19,Bukooli North HSD,Fast Line Cinic Clinic,Clinic,Private,PFP,HFBTPZL86,SCLV4QTH4/PA3C77CP4/8001
361,20,Bukooli North HSD,Iwemba Health Centre III,HC III,MOH,Govt,HFMELZG28,SCBTY7TE3/PASOYITV3/8001
362,21,Bukooli North HSD,Kapyanga Health Centre II,HC II,MOH,Govt,HFRQFW525,SC9BMAM65/PAVASYGN1/8001
363,22,Bukooli North HSD,Kasokwe (Bugiri) Health Centre II,HC II,CBO,PNFP,HFVG4YJG6,SCBTY7TE3/PAGH5UEU6/8001
364,23,Bukooli Central HSD,Kavule (Bugiri) Health Centre II,HC II,CBO,PNFP,HFOL9WZ65,SCGBAA9E1/PAKXWV695/8002
365,24,Bukooli Central HSD,Kavule C.O.U Health Centre II,HC II,Private,PFP,HFCLRXEQ7,SCGBAA9E1/PAKXWV695/8003
366,25,Bukooli North HSD,Kayango Health Centre III,HC III,MOH,Govt,HFRUNBGR6,SC9BMAM65/PA3RYSC86/8001
367,26,Bukooli Central HSD,Kayogera Health Centre II,HC II,MOH,Govt,HFYXLNY46,SC2BBAWJ0/PAFNZLOD4/8001
368,27,Bukooli Central HSD,Kibimba Health Centre II,HC II,MOH,Govt,HFL4INIT9,SCZBQHC87/PASBTFKF4/8001
369,28,Bukooli North HSD,Kigulu Health Centre II,HC II,MOH,Govt,HFPLUIQJ3,SCBTY7TE3/PABKUJGD2/8001
370,29,Bukooli North HSD,Kirongero Health Centre II,HC II,CBO,PNFP,HFBIZJ3D4,SC9BMAM65/PAQBVTV93/8002
371,30,Bukooli North HSD,Kiseitaka Health Centre II,HC II,MOH,Govt,HF6YHNOZ8,SC9BMAM65/PAQBVTV93/8001
372,31,Bukooli Central HSD,Kitodha Health Centre II,HC II,MOH,Govt,HFXRQZLA2,SCZBQHC87/PA39JZ5K5/8001
373,32,Bukooli Central HSD,Kitumba Health Centre II,HC II,MOH,Govt,HFZ77E2S8,SC2BBAWJ0/PAIC9ILZ5/8001
374,33,Bukooli Central HSD,Kyemeire Health Centre II,HC II,CBO,PNFP,HFBM2F268,SCKPQA5U9/PA7S7MSZ4/8003
375,34,Bukooli Central HSD,Matiki Health Centre II,HC II,MOH,Govt,HFL8EQ558,SCKPQA5U9/PAWWRALF8/8001
376,35,Bukooli Central HSD,Mawanga C. O. G Health Centre II,HC II,Private,PFP,HFPBAO774,SCGBAA9E1/PAKXWV695/8001
377,36,Bukooli Central HSD,Maziriga Health Centre II,HC II,MOH,Govt,HFB56AUJ1,SCOHX74P3/PAE3YR2Q6/8001
378,37,Bukooli Central HSD,Muterere Health Centre III,HC III,MOH,Govt,HFDDQLXB5,SC2BBAWJ0/PAWZNHQO3/8002
379,38,Bukooli Central HSD,Nabijingo Health Centre II,HC II,CBO,PNFP,HFCOXXDP2,SCRFLUNU0/PALFJ7DZ6/8001
380,39,Bukooli North HSD,Nabukalu Health Centre III,HC III,MOH,Govt,HFXEQ5HX1,SCH4P4B74/PA2YL2UM3/8001
381,40,Bukooli Central HSD,Nakigundu Health Centre II,HC II,MOH,Govt,HFEUTIAC1,SCZBQHC87/PA3O8PGC4/8001
382,41,Bukooli North HSD,Namayemba Safe Motherhood Health,HC II,CBO,PNFP,HFY539ZS5,SC9BMAM65/PAIOY2WZ4/8001
,,,Centre II,,,,,
383,42,Bukooli North HSD,Nambo Health Centre II,HC II,MOH,Govt,HFW9KVXE2,SCBTY7TE3/PA9IXN5M3/8001
384,43,Bukooli North HSD,Nanderema Health Centre II,HC II,MOH,Govt,HFMKXVIC0,SC9BMAM65/PA4DT7DG4/8001
385,44,Bukooli Central HSD,Nankoma Health Centre IV,HC IV,MOH,Govt,HFKGVC6W4,SCKPQA5U9/PA7S7MSZ4/8001
386,45,Bukooli Central HSD,Nankoma Islamic Health Centre II,HC II,UMMB,PNFP,HFPK3VS47,SCKPQA5U9/PA7S7MSZ4/8002
387,46,Bukooli North HSD,Nkaiza Health Centre II,HC II,MOH,Govt,HF8NFNXL4,SCH4P4B74/PA6GNXUZ0/8001
388,47,Bukooli North HSD,Nsango Health Centre II,HC II,MOH,Govt,HFWU6RKW7,SC3WOHLC2/PABXQ8W93/8001
389,48,Bukooli Central HSD,Ntawawula Health Centre II,HC II,MOH,Govt,HFFUT6QI7,SCZBQHC87/PA7OK7RN3/8001
390,49,Bukooli Central HSD,St Luke Muterere Health Centre II,HC II,UEC (UCMB),PNFP,HFKAWSJ58,SC2BBAWJ0/PAWZNHQO3/8001
391,50,Bukooli North HSD,St. John Paul Memorial Clinic,Clinic,Private,PFP,HFUWM4AX2,SCLV4QTH4/PAHPB4CU9/8002
392,51,Bukooli North HSD,St. Maryâ€™s Clinc Clinic,Clinic,Private,PFP,HFQKLGLI7,SCLV4QTH4/PAAZLGGL8/8001
393,52,Bukooli North HSD,URHB Medical Center Clinic,Clinic,Private,PFP,HFMMHG5T6,SCLV4QTH4/PAHPB4CU9/8001
394,53,Bukooli North HSD,Village of Eden Health Centre II,HC II,Private,PFP,HF84QUPH5,SC3WOHLC2/PAPC3DFM3/8001
